번호,서명,저자,출판사,출판년
37290,걱정이 한 보따리면 어떡해！,돈 휴브너 글 ; 박선미 그림 ; 이주혜 옮김,대교베텔스만,2008
37291,(꾸물 꼬물)지렁이를 키워 봐,손호경 글.그림,대교출판,2008
37292,나는 네 친구야,박종인...[등]지음,시공주니어,2008
37293,"얘들아, 무지개 잡으러 가자!",차동엽 ; 구경분 [공]글 ; 조완희 그림,위즈앤비즈,2008
37294,(12살에 시작한)진짜 공부,이지성 ; 주영하 [공]글 ; 허구 그림,주니어랜덤,2008
37295,궁금한건 못 참아,마르틴 라퐁 ; 오르탕스 드 샤바네 [공]지음 ; 자크 아잠 그림 ; 박창호 옮김,주니어중앙,2008
37296,궁금한건 못 참아,마르틴 라퐁 ; 오르탕스 드 샤바네 [공]지음 ; 자크 아잠 그림 ; 박창호 옮김,주니어중앙,2008
37297,(How)궁금한건 못 참아,마르틴 라퐁 ; 오르탕스 드 샤바네 [공]지음 ; 자크 아잠 그림 ; 박창호 옮김,주니어중앙,2008
37298,(KBS 오천만의)일급비밀. 3,에듀코믹 글.그림,중앙books,2008
37299,너는 어느 나라에서 왔니,리비아 파른느 ; 브뤼노 골드만 [공]글 ; 이효숙 옮김,초록개구리,2008
37300,팡팡 기자단 법원으로 출동!,고순정 글 ; 최병국 그림,킨더주니어,2008
37301,팡팡 기자단 법원으로 출동!,고순정 글 ; 최병국 그림,킨더주니어,2008
37302,(어린이를 위한)몰입 수업,김진섭 글 ; 김상민 그림,파랑새,2008
37303,국악 마을 대금이 사라졌다！,김경희 글 ; 신이난 그림,한솔수북,2008
37304,국악 마을 대금이 사라졌다！,김경희 글 ; 신이난 그림,한솔수북,2008
37305,아주 특별한 상상 발전소 영화,유혜정 지음 ; 정다이 그림,한솔수북,2008
37306,배비장전,이창수 글 ; 김승연 그림,꿈소담이,2008
37307,(그림과 함께 보는)라 퐁텐 우화,장 드 라 퐁텐 글 ; 프랑수와 크로자 그림 ; 김찬자 옮김,달리,2008
37308,장화홍련전,김은숙 엮음 ; 최정인 그림,대교출판,2008
37309,흥부전,손연자 글 ; 백금림 그림,대교출판,2008
37310,입춘대길 코춘대길,서정오 글 ; 김병하 그림,보리,2008
37311,(개똥도 아끼다)자린고비 일기,정해왕 글 ; 오승민 그림,시공주니어,2008
37312,(이윤기의 영웅이야기)헤라클레스,이윤기 글 ; 최용호 그림,아이세움,2008
37313,구운몽,김만중 원작 ; 정영애 글 ; 이현주 그림,예림당,2008
37314,임진록,김종광 글 ; 장선환 그림,창비,2008
37315,"그렇게 네가 왔고, 우리는 가족이 되었단다",안네테 힐데브란트 글 ; 알무드 쿠네르트 그림 ; 유혜자 옮김,뜨인돌어린이,2008
37316,아인슈타인,돈 브라운 글. 그림 ; 윤소영 옮김,열린어린이,2008
37317,"솔개야, 날아라！",존 윈치 글.그림 ; 조민희 옮김,파랑새,2008
37318,나니아 연대기,C. S. 루이스 지음 ; 로버트 사부다 그림 ; 박민정 옮김,넥서스주니어,2008
37319,나니아 연대기,C. S. 루이스 지음 ; 로버트 사부다 그림 ; 박민정 옮김,넥서스주니어,2008
37320,호튼,닥터 수스 글 ; 김서정 옮김,대교출판,2008
37321,내 우산 속으로 들어와,엠 크리스티나 버틀러 글 ; 티나 맥너튼 그림 ; 이상희 옮김,뜨인돌어린이,2008
37322,(이야기를 잘 하는)꼬마 사과 벌레,지라우드 아우베스 핀투 지음 ; 노경실 옮김,마므레북,2008
37323,보들보들 발공주와 일곱 마리 코끼리,알베르트 벤트 글 ; 마리아 블라체요프스키 그림 ; 윤혜정 옮김,미래아이,2008
37324,베오울프,제임스 럼포드 글.그림 ; 황윤영 옮김,보물창고,2008
37325,형보다 커지고 싶어,스티븐 켈로그 글.그림 ; 조세현 옮김,비룡소,2010
37326,손오공,"오승은 원작; , 장원정 글 ; 박해남 그림",삼성출판사,2008
37327,두근두근 아슬아슬 디시와 스푼의 모험 이야기,미니 그레이 글.그림 ; 김향금 옮김,와이즈아이,2008
37328,우리 엄마는 못 말리는 마법사,배빗 콜 글.그림 ; 김수희 옮김,작가정신,2008
37329,개와 고양이,유승하 ; 최호철 [공]그림 ; 김중철 엮음,웅진주니어,2008
37330,삼색 고양이 캬라코,도이 가야 글.그림 ; 방선영 옮김,중앙출판사,2008
37331,빨간 매미,후쿠다 이와오 지음 ; 한영 옮김,책읽는곰,2008
37332,빨간 매미,후쿠다 이와오 지음 ; 한영 옮김,책읽는곰,2008
37333,"친구야, 편지를 기다릴게",갈릴라 론페더 아밋 지음 ; 안희연 옮김 ; 최나현 그림,꿈터,2008
37334,"친구야, 편지를 기다릴게",갈릴라 론페더 아밋 지음 ; 안희연 옮김 ; 최나현 그림,꿈터,2008
37335,틸리 이모를 좀 말려주세요,페터 헤르틀링 지음 ; 홍혜정 옮김 ; 김다솜 그림,꿈터,2008
37336,도둑 맞은 출석부를 찾아라,지빌레 리크호프 글 ; 야요 가와무라 그림 ; 고보경 옮김,낮은산,2008
37337,사라진 케이크를 찾아라,지빌레 리크호프 글 ; 야요 가와무라 그림 ; 고보경 옮김,낮은산,2008
37338,꼬마 할머니의 비밀,다카도노 호코 글 ; 지바 지카코 그림 ; 양미화 옮김,논장,2008
37339,"나, 후안 데 파레하",엘리자베스 보튼 데 트레비뇨 지음 ; 김우창 옮김,다른,2008
37340,머릿결을 쓰다듬는 아이,코슈카 글 ; 비르지니 브로케 그림 ; 김주경 옮김,다림,2008
37341,머릿결을 쓰다듬는 아이,코슈카 글 ; 비르지니 브로케 그림 ; 김주경 옮김,다림,2008
37342,세실리아의 창,안 알파야 글 ; 한수임 그림 ; 김정하 옮김,다림,2008
37343,세실리아의 창,안 알파야 글 ; 한수임 그림 ; 김정하 옮김,다림,2008
37344,내 인형을 잃어버렸어요,필리스 맥긴리 지음 ; 헬렌 스톤 그림 ; 김옥수 옮김,다산기획,2008
37345,숙제 기계의 비밀,댄 거트먼 지음 ; 최정인 그림 ; 김율희 옮김,다산기획,2008
37346,푸른 눈의 아기 고양이,에곤 마티센 글.그림 ; 엄혜숙 옮김,다산기획,2008
37347,모인과 괴물,아누스카 라비샨카 글 ; 아니타 발라찬드란 그림 ; 조연숙 옮김,달리,2008
37348,조지의 우주를 여는 비밀 열쇠,루시 호킹 ; 스티븐 호킹 [공]지음 ; 김혜원 옮김,랜덤하우스,2008
37349,황금강의 왕,존 러스킨 글 ; 야센 기젤레프 그림 ; 최지현 옮김,마루벌,2008
37350,공동 꼴찌,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37351,공동 꼴찌,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37352,나 홀로 기차 여행,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37353,나 홀로 기차 여행,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37354,나 홀로 기차 여행,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37355,공동 꼴찌,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37356,공동 꼴찌,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37357,초콜릿 공장 소동,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37358,초콜릿 공장 소동,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37359,초콜릿 공장 소동,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37360,초콜릿 공장 소동,르네 고시니 글 ; 장 자크 상페 그림 ; 이세진 옮김,문학동네,2008
37361,바나나 코 고는 소리,폴 바콜로 은고이 글 ; 오희 옮김,미래아이,2008
37362,반다 할머니,브리기테 윙어 글 ; 비르기타 하이스켈 그림 ; 윤혜정 옮김,미래아이,2008
37363,(동화로 읽는)자연 이야기,다니엘라 디 마지오 글 ; 투오노 페티나토 그림 ; 음경훈 옮김,미래아이,2008
37364,(환경을 생각하는)개똥 클럽,수지 모건스턴 지음 ; 최윤정 옮김,바람의 아이들,2008
37365,너희들하고 안놀아！,우르줄라 뵐펠 글 ; 김세희 그림 ; 김완균 옮김,베틀북,2008
37366,오페라의 유령,가스통 르루 원작 ; 우형옥 글 ; 김백송 그림,보물상자,2008
37367,왕재수 없는 날,패트리샤 레일리 기프 글 ; 수잔나 나티 그림 ; 원지인 옮김,보물창고,2008
37368,왕재수 없는 날,패트리샤 레일리 기프 글 ; 수잔나 나티 그림 ; 원지인 옮김,보물창고,2008
37369,(우화 작가가 된)구니 버드,로이스 로리 글 ; 미디 토마스 그림 ; 어어진 ; 이금이 [공]옮김,보물창고,2008
37370,이 배는 지옥행,야마나카 히사시 글 ; 임수진 그림 ; 햇살과나무꾼 옮김,보물창고,2008
37371,우리 농장에 놀러 오실래요,앨리스 프로벤슨 ; 마틴 프로벤슨 [공]지음 ; 김서정 옮김,북뱅크,2008
37372,우리 농장에 놀러 오실래요,앨리스 프로벤슨 ; 마틴 프로벤슨 [공]지음 ; 김서정 옮김,북뱅크,2008
37373,인형의 집,루머 고든 글 ; 조안나 자미에슨 ; 캐롤 바커 [공]그림 ; 햇살과 나무꾼 옮김,비룡소,2008
37374,인형의 집,루머 고든 글 ; 조안나 자미에슨 ; 캐롤 바커 [공]그림 ; 햇살과 나무꾼 옮김,비룡소,2008
37375,두 사람,이보나 흐미엘레프스카 글.그림 ; 이지원 옮김,사계절,2008
37376,별로 돌아간 소녀,스에요시 아키코 지음 ; 이경옥 옮김 ; 문수지 그림,사계절,2008
37377,흰지팡이 여행,에이다 바셋 리치필드 글 ; 김용연 그림 ; 이승숙 옮김,사계절,2008
37378,고그린맨 VS 심술통 떼돈 공갈 팍팍써,조너선 리 글.그림 ; 노은정 옮겨엮음,삼성출판사,2008
37379,해의 동쪽 달의 서쪽,아스비에른센 ; 모에 [공]지음 ; 카위 닐센 그림 ; 김대희 옮김,상상박물관,2008
37380,디시가 부르는 노래,신시아 보이트 지음 ; 김옥수 옮김 ; 김상인 그림,와이즈아이,2008
37381,생쥐 라자의 신나는 모험,위티 이히마에라 글 ; 아스트리드 마티야세비치 그림 ; 송순섭 옮김,세용출판,2008
37382,로봇 엄마,에밀리 스미스 글 ; 조지 버켓 그림 ; 김영선 옮김,시공주니어,2008
37383,로봇 엄마,에밀리 스미스 글 ; 조지 버켓 그림 ; 김영선 옮김,시공주니어,2008
37384,외계인 유학생 아스트리드,에밀리 스미스 글 ; 팀 아치볼드 그림 ; 김영선 옮김,시공주니어,2008
37385,외계인 유학생 아스트리드,에밀리 스미스 글 ; 팀 아치볼드 그림 ; 김영선 옮김,시공주니어,2008
37386,"일주일은 엄마네, 일주일은 아빠네",재클린 윌슨 글 ; 닉 샤랫 그림 ; 이주희 옮김,시공주니어,2008
37387,지퍼가 고장 났다！,알랭 M. 베르즈롱 글 ; 이민혜 그림 ; 이정주 옮김,시공주니어,2008
37388,퍼지는 돈이 좋아！,주디 블룸 글 ; 권송이 그림 ; 이주희 옮김,시공주니어,2008
37389,"할 수 있어, 사미르",야엘 아쌍 글 ; 소연정 그림 ; 김민정 옮김,시소,2008
37390,아이들만의 도시,헨리 빈터펠트 글 ; 채기수 그림 ; 김정연 옮김,아롬주니어,2008
37391,그래도 넌 내 짝꿍,아오키 히로에 지음 ; 김난주 옮김,아이세움,2008
37392,내가 좋아하는 것,민느 글 ; 나탈리 포르티에 그림 ; 이정주 옮김,어린이작가정신,2008
37393,(오싹 감탄)공포의 방,찰스 디킨스...[등]원작 ; 자비에르 발스 ; 파라몬 출판사 편집부 [공]엮음 ; 페드로 로드리게즈 그림 ; 이미정 옮김,알라딘북스,2008
37394,초콜릿 터치,패트릭 스킨 캐틀링 글 ; 배현정 그림 ; 이효순 옮김,예림당,2008
37395,12살 카렌의 작아진 행복의 구름,코넬리아 마니코프스키 지음 ; 윤혜정 옮김,오마주,2008
37396,워터 호스,딕 킹 스미스 글 ; 데이비드 파킨스 그림 ; 김서정 옮김,웅진주니어,2008
37397,우리 엄마 맞아요,고토 류지 글 ; 다케다 미호 그림 ; 고향옥 옮김,웅진주니어,2008
37398,거위 게임,우르줄라 듀보사스키 글 ; 김상균 그림 ; 장미란 옮김,좋은책어린이,2008
37399,헌터,조이 카울리 글 ; 박지영 그림 ; 신혜경 옮김,좋은책어린이,2008
37400,그래도 내일은 희망,조앤 바우어 지음 ; 정다이 그림 ; 고은광순 옮김,주니어김영사,2008
37401,그래도 내일은 희망,조앤 바우어 지음 ; 정다이 그림 ; 고은광순 옮김,주니어김영사,2008
37402,나무 인형 히티의 백 년 모험,레이철 필드 글 ; 박정인 그림 ; 한진영 옮김,주니어김영사,2008
37403,나무 인형 히티의 백 년 모험,레이철 필드 글 ; 박정인 그림 ; 한진영 옮김,주니어김영사,2008
37404,내가 입양되던 날,프란츠 요제프 후아이니크 글 ; 베레나 발하우스 그림 ; 김경연 옮김,주니어김영사,2008
37405,둘리틀 박사의 바다 모험,휴 로프팅 글 ; 한현주 그림 ; 김선희 옮김,주니어김영사,2008
37406,둘리틀 박사의 바다 모험,휴 로프팅 글 ; 한현주 그림 ; 김선희 옮김,주니어김영사,2008
37407,말괄량이 서부 소녀 캐디,캐럴 라일리 브링크 글 ; 한현주 그림 ; 김옥수 옮김,주니어김영사,2008
37408,말괄량이 서부 소녀 캐디,캐럴 라일리 브링크 글 ; 한현주 그림 ; 김옥수 옮김,주니어김영사,2008
37409,(사랑이 꽃피는)통합교실,프란츠 요제프 후아이니크 글 ; 베레나 발하우스 그림 ; 김경연 옮김,주니어김영사,2008
37410,"상큼한 오렌지, 작은 물고기",황베이쟈 글 ; 나오미양 그림 ; 양태은 옮김,주니어김영사,2008
37411,소원을 들어주는 카드,빌 브리튼 글 ; 이선민 그림 ; 김선희 옮김,주니어김영사,2008
37412,소원을 들어주는 카드,빌 브리튼 글 ; 이선민 그림 ; 김선희 옮김,주니어김영사,2008
37413,외눈박이 고양이,폴라 폭스 글 ; 김종민 그림 ; 김옥수 옮김,주니어김영사,2008
37414,외눈박이 고양이,폴라 폭스 글 ; 김종민 그림 ; 김옥수 옮김,주니어김영사,2008
37415,일곱 번의 여름과 괴짜 할머니,리처드 펙 글 ; 이선민 그림 ; 김선희 옮김,주니어김영사,2008
37416,일곱 번의 여름과 괴짜 할머니,리처드 펙 글 ; 이선민 그림 ; 김선희 옮김,주니어김영사,2008
37417,꿈 나누미 요정,로이스 로리 글 ; 아이완 그림 ; 공경희 옮김,주니어랜덤,2008
37418,무자비한 윌러비 가족,로이스 로리 글. 그림 ; 김영선 옮김,주니어랜덤,2008
37419,우리들만의 규칙,신시아 로드 글 ; 최정인 그림 ; 김영선 옮김,주니어랜덤,2010
37420,우리들만의 규칙,신시아 로드 글 ; 최정인 그림 ; 김영선 옮김,주니어랜덤,2010
37421,속옷이 궁금해,케이시 섀스컨 글 ; 리건 더닉 그림 ; 이원경 옮김,주니어중앙,2008
37422,시간도둑. 4,발 타일러 글 ; 김난령 옮김,파랑새,2008
37423,산적 학교,구드룬 파우제방 글 ; 도로타 뷘쉬 그림 ; 문성원 옮김,JDM중앙출판사,2008
37424,골디락과 딱 좋은 친구들,토니 브래드먼 글 ; 사라 워버턴 그림 ; 안민희 옮김,JDM중앙출판사,2008
37425,보디가드가 된 늑대,토니 브래드먼 글 ; 사라 워버턴 그림 ; 안민희 옮김,JDM중앙출판사,2008
37426,"요정, 휴가를 떠나다",토니 브래드먼 글 ; 사라 워버턴 그림 ; 안민희 옮김,JDM중앙출판사,2008
37427,세상에서 가장 재미있는 신화와 전설. 1,베르나르 브리에 ; 클로드-카트린 라가슈 [공]지음 ; 프랑수아 다보 ; 프란시스 필립스 ; 마이클 위플리 [공]그림 ; ,지엔씨미디어,2008
37428,거울의 거리,아르난도 호세 세께라 지음 ; 발터 소르그 그림 ; 정길호 옮김,지호어린이,2008
37429,작은 희망의 씨앗,알마 플로르 아따 ; 이사벨 깜뽀이 [공]지음 ; 펠리뻬 다발로스 그림 ; 정길호 옮김,지호어린이,2008
37430,개와 나의 10가지 약속,가와구치 하레 저 ; 최영혁 번역,청조사,2008
37431,3일간의 가출,미셸 바야르 글 ; 신현정 그림 ; 행복의나무 옮김,큰북작은북,2008
37432,반장 선거,보리스 르 루아 글 ; 엘렌 조르주 그림 ; 김지현 옮김,큰북작은북,2008
37433,아빠는 저기압,아누크 블로흐 앙리 글 ; 올리비에 라티크 그림 ; 이상헌 옮김,큰북작은북,2008
